X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label
7.65,3.92,4.24,1151,1274,115,0,1396,-6,1.53,8.28,986,1167,1632,1089,478,CAR
7.69,3.77,5.45,1152,1275,114,0,1405,-5.65,1.18,8.47,978,1186,1646,1091,477,CAR
7.61,3.53,6.63,1169,1269,119,0,1371,-5.96,0.94,8.28,976,1200,1639,1085,480,CAR
7.34,2.9,7.49,1156,1294,122,0,1370,-6.04,0.51,8.59,993,1211,1646,1099,477,CAR
6.98,2.55,8.79,1168,1268,112,0,1379,-7.22,-0.47,9.22,987,1230,1664,1095,478,CAR
6.2,1.57,9.45,1180,1287,119,0,1387,-6.83,-1.22,9.06,983,1242,1648,1094,479,CAR
4.82,0.16,9.96,1153,1301,122,0,1374,-5.92,-1.18,9.22,987,1230,1645,1095,474,CAR
4.63,-0.16,10.63,1163,1268,127,0,1371,-6.55,-1.49,9.53,991,1244,1665,1090,481,CAR
4.31,-0.86,10.55,1151,1303,122,0,1386,-5.88,-2.08,9.81,982,1261,1659,1101,482,CAR
3.61,-0.98,10.2,1161,1297,123,0,1371,-5.37,-2.51,9.65,996,1274,1655,1099,483,CAR
3.84,-2.16,10.28,1151,1296,123,0,1379,-5.1,-3.26,9.73,987,1283,1662,1096,480,CAR
4.39,-2.24,11.53,1153,1270,124,0,1407,-5.22,-3.22,9.53,1003,1291,1685,1104,477,CAR
3.88,-2.59,9.22,1154,1290,128,0,1377,-4.63,-4,9.02,998,1286,1669,1099,483,CAR
2.98,-3.26,10.36,1173,1268,125,0,1389,-4.31,-4.31,8.87,998,1295,1671,1109,479,CAR
4.24,-4.2,9.49,1168,1287,128,0,1378,-4.9,-4.08,9.41,996,1289,1666,1103,479,CAR
3.53,-4.43,9.49,1171,1277,121,0,1374,-4.75,-5.45,8.71,992,1311,1663,1103,480,CAR
3.57,-4.63,9.41,1178,1279,130,0,1392,-4.31,-5.1,8.94,1001,1303,1679,1107,481,CAR
3.57,-4.39,9.38,1163,1274,125,0,1381,-4.28,-5.1,8.9,997,1296,1667,1104,483,CAR
3.92,-4.24,9.49,1168,1297,126,0,1386,-4.12,-5.02,8.67,997,1315,1670,1111,482,CAR
3.3,-4.51,9.45,1171,1281,134,0,1375,-4.47,-5.1,8.87,1007,1298,1667,1109,484,CAR
4.04,-3.88,9.49,1157,1293,126,0,1381,-4.51,-5.1,8.79,1007,1298,1669,1113,485,CAR
4.04,-3.77,9.73,1152,1309,128,0,1376,-4.71,-4.9,8.59,995,1303,1676,1103,486,CAR
4.2,-3.65,9.81,1168,1280,131,0,1375,-4.94,-4.94,8.94,999,1296,1673,1107,481,CAR
5.84,-2.9,10.04,1158,1279,123,0,1387,-4.82,-4.86,8.79,997,1287,1683,1107,484,CAR
5.61,-2.24,10,1152,1301,121,0,1392,-5.37,-4.82,9.02,985,1271,1680,1103,483,CAR
6.24,-2.08,9.81,1171,1277,128,0,1397,-5.69,-4.67,8.79,986,1253,1673,1109,480,CAR
5.53,-1.14,9.22,1162,1299,130,0,1375,-5.14,-3.61,8.83,987,1254,1678,1114,483,CAR
7.34,-0.75,8.28,1159,1267,119,0,1374,-6.94,-3.37,9.18,991,1229,1661,1104,482,CAR
7.22,0.04,7.57,1166,1280,114,0,1375,-6.83,-2.63,9.06,981,1210,1654,1093,483,CAR
7.69,0.75,7.45,1162,1302,113,0,1402,-5.88,-2.31,8.04,977,1183,1648,1079,480,CAR
8.08,1.65,7.92,1182,1277,111,0,1386,-6.59,-2.2,8.16,975,1168,1651,1079,486,CAR
8.04,1.45,7.65,1161,1264,108,0,1399,-7.53,-1.61,9.06,950,1154,1621,1078,475,CAR
7.92,2,6.71,1174,1277,110,0,1390,-6.75,-0.71,9.14,955,1159,1645,1085,477,CAR
7.57,2.35,5.3,1190,1275,111,0,1391,-6.75,-0.43,8.9,962,1158,1630,1072,473,CAR
7.85,2.08,4.55,1179,1280,109,0,1383,-6.39,0.2,8.87,960,1136,1630,1084,478,CAR
8.28,2.08,3.69,1162,1283,80,0,1377,-5.3,0.9,9.06,971,1111,1627,1082,477,CAR
9.45,2.43,3.06,1179,1275,98,0,1385,-5.02,0.9,9.3,989,1085,1607,1044,471,CAR
10.08,2,2.79,1168,1275,95,0,1383,-3.96,0.78,9.65,995,1073,1608,1040,470,CAR
10.4,2.2,2.82,1163,1279,97,0,1373,-2.86,1.06,9.3,996,1078,1598,1045,475,CAR
11.3,2.31,3.45,1168,1275,100,0,1379,-2,1.33,9.26,1007,1079,1605,1040,475,CAR
11.22,2.98,3.8,1158,1287,102,0,1377,-3.22,1.8,8.55,1005,1084,1609,1052,475,CAR
11.41,2.94,4.51,1148,1293,98,0,1372,-5.69,1.1,8.43,986,1088,1589,1040,473,CAR
9.14,3.77,5.53,1154,1295,95,0,1379,-8.16,1.61,6.9,1003,1094,1600,1048,473,CAR
6.08,4.35,6.08,1173,1279,100,0,1380,-8.32,1.96,5.49,996,1088,1600,1057,472,CAR
4.67,4.63,6.67,1147,1288,98,0,1391,-10,1.49,3.92,999,1094,1603,1069,474,CAR
4,4.39,6.9,1162,1280,101,0,1392,-11.02,1.8,2.82,1003,1095,1597,1067,474,CAR
2.31,4.16,6.63,1150,1282,96,0,1376,-11.3,0.98,3.61,1008,1095,1610,1058,475,CAR
2.16,4.63,6.51,1156,1302,105,0,1378,-12.16,0.71,3.8,1011,1089,1615,1053,478,CAR
5.22,4.9,6.04,1156,1270,98,0,1387,-11.34,0.94,3.69,1008,1088,1600,1058,475,CAR
7.92,4.86,5.22,1151,1303,97,0,1395,-10.43,1.1,4.2,1015,1087,1615,1063,480,CAR
9.02,3.96,3.92,1149,1290,96,0,1399,-9.89,1.49,4.67,997,1098,1603,1062,480,CAR
10,3.18,2.08,1155,1271,103,0,1398,-7.88,2.04,5.73,1019,1095,1613,1056,477,CAR
11.26,3.14,1.49,1165,1273,111,0,1403,-6.32,2.08,6.83,1006,1106,1612,1059,478,CAR
12.51,3.1,2.43,1168,1280,98,0,1390,-3.77,1.96,7.73,1006,1103,1601,1070,477,CAR
11.61,2.67,2.08,1173,1283,98,0,1382,-3.61,2.28,8.16,1023,1098,1616,1065,474,CAR
10.55,3.33,2.47,1168,1295,109,0,1383,-5.02,2.59,7.26,1023,1090,1600,1055,477,CAR
9.77,4.08,3.69,1168,1285,103,0,1375,-6.98,2.08,6.83,1008,1104,1601,1065,476,CAR
8.51,4.39,4.2,1168,1280,106,0,1377,-7.53,1.96,6.24,998,1101,1614,1060,477,CAR
7.14,4.9,5.57,1159,1287,97,0,1373,-8.43,0.82,5.92,1013,1104,1614,1053,478,CAR
5.92,5.1,6.2,1177,1276,97,0,1402,-9.69,1.57,3.69,1008,1098,1602,1066,480,CAR
3.96,4.98,6.2,1155,1296,101,0,1375,-10.75,0.98,3.1,1009,1104,1616,1066,480,CAR
2.47,5.1,6.28,1152,1281,99,0,1390,-11.26,0.71,2.75,1011,1103,1616,1074,479,CAR
2.71,5.41,5.84,1152,1281,98,0,1404,-11.65,0.39,3.22,1005,1109,1616,1066,477,CAR
4.94,5.96,5.61,1173,1269,99,0,1386,-11.65,0.47,3.45,1005,1102,1625,1057,474,CAR
6.39,5.3,4.24,1155,1294,101,0,1391,-11.3,0.78,4,1010,1104,1583,1063,478,CAR
8.71,4.63,2.71,1152,1286,100,0,1393,-10.32,1.02,4.75,1011,1105,1615,1070,475,CAR
10.24,4.47,1.49,1153,1283,101,0,1392,-7.85,1.8,5.06,1009,1104,1616,1071,477,CAR
11.14,3.73,2.08,1152,1276,103,0,1399,-5.53,1.84,6.08,1013,1100,1607,1061,480,CAR
10.4,2.55,2.47,1147,1271,98,0,1379,-4.43,2.04,6.63,1009,1106,1616,1068,481,CAR
8.59,2.71,2.47,1168,1301,108,0,1381,-4.55,1.26,6.71,993,1100,1614,1070,479,CAR
8.04,2.98,3.65,1154,1296,112,0,1390,-5.22,1.14,6.59,994,1133,1616,1072,482,CAR
6.98,3.61,5.3,1171,1310,113,0,1378,-6.16,1.88,7.26,999,1181,1648,1078,483,CAR
7.18,3.84,7.57,1165,1295,119,0,1376,-7.1,1.65,7.53,999,1213,1655,1086,483,CAR
6.16,2.79,9.06,1162,1269,118,0,1379,-7.77,0.75,9.26,1008,1245,1648,1088,485,CAR
5.37,2.12,9.45,1157,1297,118,0,1377,-7.18,0.78,9.49,999,1260,1663,1100,485,CAR
5.37,0.78,10.08,1169,1280,123,0,1379,-7.34,-0.39,9.38,1014,1264,1664,1090,485,CAR
4.86,-0.71,10.55,1157,1282,121,0,1377,-6.28,-0.59,9.14,1008,1280,1675,1092,485,CAR
4.08,-1.26,10.16,1152,1279,128,0,1371,-6.12,-0.98,9.38,992,1277,1669,1104,489,CAR
3.96,-1.8,10.59,1166,1299,126,0,1378,-5.73,-2.24,10.04,1003,1277,1664,1092,487,CAR
3.73,-2.2,10.71,1155,1296,128,0,1374,-5.77,-2.43,9.77,1005,1277,1663,1091,491,CAR
4.16,-2.24,10.51,1182,1269,126,0,1381,-5.22,-3.45,9.53,999,1291,1667,1094,486,CAR
2.55,-3.18,9.77,1155,1278,122,0,1387,-4.24,-3.96,8.87,996,1309,1663,1095,487,CAR
3.18,-4,9.69,1157,1294,129,0,1378,-6.12,-4.98,11.41,995,1298,1679,1098,487,CAR
3.88,-3.77,9.69,1153,1280,127,0,1387,-4.08,-5.33,8.63,998,1309,1665,1104,489,CAR
3.53,-3.77,9.77,1149,1280,126,0,1381,-4.67,-4.98,8.75,1008,1309,1681,1114,487,CAR
3.69,-3.8,9.73,1165,1275,120,0,1372,-4.55,-4.94,8.75,997,1303,1667,1102,486,CAR
4.12,-2.82,10.71,1177,1277,123,0,1392,-4.51,-4.94,8.87,994,1297,1666,1104,485,CAR
3.14,-3.92,11.41,1168,1269,125,0,1395,-5.37,-4.94,9.69,1008,1298,1667,1106,487,CAR
4.9,-3.73,10.94,1165,1277,123,0,1394,-5.33,-5.65,10.16,1007,1301,1677,1105,489,CAR
9.22,-2.79,8.9,1174,1277,124,0,1379,-8.51,-5.69,10.04,999,1271,1678,1098,486,CAR
8.87,-1.96,5.96,1153,1279,112,0,1395,-7.92,-5.53,8.98,994,1267,1674,1097,489,CAR
7.26,-1.53,2.9,1168,1286,102,0,1393,-8.24,-4.86,7.49,987,1200,1664,1083,488,CAR
7.1,-0.55,1.65,1168,1307,106,0,1376,-5.96,-3.37,6.86,985,1168,1638,1087,484,CAR
15.26,1.41,4.47,1174,1274,97,0,1380,-2.04,-0.35,5.77,990,1141,1632,1083,483,CAR
14.04,2.71,6.75,1152,1277,100,0,1373,0.2,0.39,4.24,1008,1139,1629,1088,480,CAR
6.83,2.59,5.84,1179,1315,107,0,1378,-4.51,1.14,3.33,993,1149,1642,1087,485,CAR
1.8,2.94,4.51,1161,1300,109,0,1377,-10.63,0.63,2.79,981,1157,1642,1088,487,CAR
0.71,2.71,4.16,1153,1296,100,0,1394,-14.75,1.29,2.71,995,1150,1634,1092,485,CAR
3.22,2.31,2.75,1151,1303,97,0,1405,-18.04,0.04,4.98,989,1155,1645,1089,489,CAR
8.28,3.14,2.08,1152,1301,108,0,1394,-14.83,0.35,4.2,990,1154,1637,1101,489,CAR
13.42,2.47,0.47,1166,1295,107,0,1380,-8.28,-0.04,4.43,995,1154,1643,1098,487,CAR
18.4,4.71,2.47,1147,1275,105,0,1381,-1.41,0.51,5.14,998,1152,1633,1086,485,CAR
15.06,3.88,4.16,1169,1280,105,0,1371,0.51,1.33,5.14,1008,1157,1632,1095,482,CAR
9.89,3.65,3.41,1152,1280,106,0,1403,-4.59,1.57,3.96,995,1149,1645,1095,484,CAR
4.86,3.3,3.33,1170,1297,108,0,1381,-8.75,1.41,3.45,993,1162,1645,1102,484,CAR
1.73,3.3,3.22,1181,1280,110,0,1392,-13.06,2.04,2.08,990,1168,1638,1088,485,CAR
0.55,3.22,2.98,1157,1301,101,0,1393,-17.22,2,2.98,989,1152,1639,1091,486,CAR
4.67,4.08,3.3,1148,1296,101,0,1390,-14.91,1.61,3.84,997,1159,1648,1087,491,CAR
9.81,4.67,1.77,1153,1286,99,0,1389,-11.38,1.06,3.96,993,1159,1646,1097,495,CAR
13.1,5.3,0.59,1175,1276,103,0,1397,-6.9,0.43,4.71,994,1162,1649,1093,492,CAR
17.18,5.77,3.61,1167,1280,109,0,1402,-1.57,1.88,5.88,999,1158,1639,1089,491,CAR
13.38,4.51,4.24,1168,1275,101,0,1397,-0.47,2.12,5.14,997,1157,1651,1088,489,CAR
8.79,4.31,4.16,1153,1291,106,0,1375,-4.9,1.57,4.43,1008,1159,1645,1097,491,CAR
3.61,3.92,3.1,1158,1281,110,0,1375,-10.16,2.47,3.41,995,1153,1638,1104,487,CAR
1.45,4.04,3.26,1153,1278,102,0,1379,-14.51,1.92,4.71,999,1165,1643,1103,487,CAR
4.16,4.24,3.73,1161,1285,117,0,1397,-10.51,1.26,5.14,997,1168,1647,1088,487,CAR
4.86,4.39,4.86,1168,1286,117,0,1377,-9.06,0.47,4.51,945,1159,1639,1091,491,CAR
4.82,4.9,5.92,1161,1290,122,0,1371,-7.1,0.27,4.55,971,1195,1657,1100,493,CAR
4.86,4,7.53,1173,1271,112,0,1373,-6.47,0.71,5.88,976,1222,1659,1109,495,CAR
6.47,3.06,8.87,1167,1266,121,0,1383,-8.51,-0.86,7.45,994,1232,1672,1108,494,CAR
6.16,0.78,10.75,1177,1271,117,0,1400,-7.41,-1.14,8.28,989,1231,1660,1114,493,CAR
5.45,-0.71,11.22,1155,1271,114,0,1402,-6.71,-2.35,9.61,985,1261,1662,1104,494,CAR
4.94,-2.51,11.22,1159,1280,124,0,1397,-6.16,-3.41,9.65,987,1277,1663,1109,493,CAR
4.2,-3.45,11.3,1158,1278,127,0,1385,-4.75,-4,8.51,994,1285,1685,1102,493,CAR
3.96,-3.57,8.32,1163,1281,127,0,1382,-7.77,-4.31,13.1,981,1291,1676,1107,495,CAR
3.53,-3.45,9.81,1158,1290,127,0,1391,-5.61,-5.53,9.14,993,1287,1674,1104,493,CAR
3.73,-3.18,9.96,1157,1298,125,0,1379,-4.35,-4.94,8.75,1001,1291,1673,1127,495,CAR
4.08,-3.22,9.92,1154,1279,125,0,1395,-4.9,-4.9,8.36,994,1289,1673,1117,496,CAR
3.69,-3.37,9.81,1152,1283,127,0,1369,-4.55,-4.82,8.63,1002,1296,1677,1114,494,CAR
3.92,-3.26,9.81,1180,1275,126,0,1391,-4.94,-4.94,8.59,994,1303,1685,1104,495,CAR
3.8,-3.22,9.73,1156,1296,126,0,1388,-4.86,-4.86,8.55,1002,1301,1686,1105,494,CAR
4,-3.33,9.81,1151,1302,133,0,1399,-4.82,-4.86,8.47,995,1303,1681,1106,494,CAR
3.92,-3.22,9.77,1157,1283,128,0,1391,-4.98,-4.9,8.47,1008,1328,1673,1122,494,CAR
4.2,-3.3,9.81,1168,1274,128,0,1377,-4.86,-4.86,8.43,992,1296,1673,1109,493,CAR
4.08,-3.18,10,1172,1270,123,0,1393,-5.02,-4.94,8.43,1008,1307,1684,1124,487,CAR
4.98,-3.33,10.67,1152,1286,126,0,1374,-5.06,-4.63,9.14,1005,1301,1669,1119,493,CAR
9.26,-2.04,8.83,1173,1296,119,0,1382,-9.26,-4.2,9.41,983,1264,1678,1107,489,CAR
10.83,-1.37,5.53,1165,1303,121,0,1407,-12.28,-4.82,9.53,987,1237,1651,1121,491,CAR
10.2,-2.08,4.51,1179,1281,119,0,1382,-9.34,-4.16,9.18,976,1218,1675,1105,489,CAR
8.55,-1.45,2.59,1166,1283,107,0,1379,-7.18,-4.55,7.3,967,1153,1655,1121,486,CAR
8.75,-2.31,1.49,1180,1285,108,0,1377,-5.02,-2.79,7.37,967,1107,1664,1119,487,CAR
12.51,-0.67,3.14,1154,1284,108,0,1379,-1.73,-0.75,7.14,989,1092,1665,1104,485,CAR
13.96,2.16,5.1,1155,1298,112,0,1376,0,0.98,5.49,1003,1101,1679,1117,485,CAR
13.06,2,4.16,1162,1289,109,0,1373,-3.02,1.29,4.63,1008,1101,1662,1104,485,CAR
6.67,1.57,6.08,1175,1279,102,0,1403,-6.39,0.82,3.14,999,1107,1662,1110,487,CAR
2.67,2.28,4.28,1155,1279,103,0,1386,-12.75,0.86,2.12,1001,1106,1665,1115,493,CAR
1.53,2.08,3.14,1166,1279,103,0,1402,-16.36,1.53,3.3,1007,1104,1663,1109,490,CAR
5.37,1.88,2.67,1164,1284,101,0,1383,-15.65,0.78,3.77,1013,1117,1665,1115,494,CAR
9.02,2.35,1.22,1171,1265,116,0,1377,-11.77,1.37,3.26,1013,1119,1680,1118,491,CAR
12.4,2.35,-0.27,1166,1284,92,0,1375,-8.55,0.9,4.43,998,1104,1681,1108,490,CAR
15.89,3.22,0.86,1154,1297,111,0,1380,-4.16,1.02,5.73,999,1109,1660,1104,491,CAR
16.99,3.84,3.41,1154,1293,109,0,1397,-1.45,1.69,5.1,1008,1119,1678,1116,486,CAR
11.49,3.49,4.12,1156,1295,113,0,1377,-3.8,2.55,4.35,1002,1104,1675,1109,487,CAR
8.32,3.65,4.9,1157,1281,107,0,1381,-7.61,1.53,4.94,1006,1121,1661,1118,487,CAR
2.39,3.14,3.84,1153,1295,112,0,1408,-11.26,2.63,5.88,949,1113,1667,1113,487,CAR
1.57,3.18,2.9,1157,1285,107,0,1379,-12.75,4,6.2,992,1123,1664,1119,485,CAR
3.49,4.71,2.94,1168,1280,112,0,1377,-15.1,3.14,6.75,1001,1127,1671,1109,493,CAR
8.24,2.43,0.75,1170,1287,112,0,1377,-12.91,2.67,6.24,1011,1117,1667,1104,490,CAR
12.51,3.92,-0.51,1153,1289,111,0,1386,-7.61,2.04,5.81,1011,1107,1684,1106,490,CAR
16.2,3.69,0.59,1177,1278,123,0,1374,-2.39,1.45,5.49,1006,1122,1664,1114,490,CAR
14.51,2.9,2.43,1168,1258,112,0,1402,0.27,1.69,5.49,1023,1119,1679,1109,487,CAR
9.77,2.12,1.57,1153,1285,112,0,1370,-3.1,2.75,5.45,1015,1113,1679,1117,484,CAR
5.81,1.65,1.37,1159,1274,110,0,1378,-7.65,1.61,5.45,997,1126,1676,1121,489,CAR
4.16,2.2,1.88,1158,1280,119,0,1379,-9.38,2.04,4.55,980,1163,1673,1125,487,CAR
4.55,3.06,3.92,1168,1274,112,0,1399,-9.61,1.14,5.37,975,1197,1670,1122,487,CAR
8.94,2.86,7.49,1155,1296,115,0,1377,-9.61,0.04,7.22,989,1243,1685,1111,493,CAR
8.12,2.31,9.92,1170,1283,124,0,1377,-10.2,-0.75,6.98,976,1234,1673,1118,489,CAR
6.16,0.71,10.75,1152,1282,126,0,1389,-8.75,-1.49,7.77,984,1252,1663,1115,490,CAR
3.41,-2.31,10.2,1155,1286,128,0,1371,-7.22,-2.43,7.81,990,1274,1681,1117,490,CAR
4.04,-1.77,14.04,1158,1293,123,0,1376,-4.55,-3.06,7.88,1006,1283,1690,1119,489,CAR
3.33,-3.02,8.16,1163,1301,128,0,1380,-4,-3.77,6.79,994,1279,1679,1123,493,CAR
2.55,-3.02,10.04,1156,1296,131,0,1371,-4.94,-4.43,9.02,1013,1278,1695,1117,491,CAR
3.49,-2.47,10.43,1153,1290,118,0,1391,-4.98,-4.59,8.83,999,1282,1678,1118,490,CAR
3.57,-2.55,10.08,1147,1290,125,0,1373,-5.65,-4.63,8.67,1006,1289,1674,1122,490,CAR
3.69,-2.59,9.92,1158,1276,123,0,1394,-4.75,-4.47,8.55,1005,1289,1687,1126,490,CAR
3.77,-2.59,10.04,1152,1278,124,0,1387,-5.06,-4.55,8.63,999,1285,1671,1121,491,CAR
3.65,-2.51,10,1180,1276,128,0,1377,-4.94,-4.47,8.59,1008,1280,1681,1118,490,CAR
3.77,-2.75,10.24,1179,1271,131,0,1377,-4.94,-4.51,8.63,1006,1285,1679,1109,490,CAR
3.69,-2.71,10.79,1151,1280,125,0,1371,-5.14,-4.28,9.53,1008,1278,1678,1120,491,CAR
7.34,-2,11.22,1163,1286,121,0,1379,-7.22,-4.9,9.69,993,1285,1686,1107,491,CAR
6.39,0.04,10.63,1172,1303,120,0,1377,-8.51,-3.73,9.49,981,1289,1680,1113,491,CAR
7.77,0.31,8.79,1171,1283,115,0,1379,-9.3,-2.08,8.67,983,1264,1677,1104,487,CAR
8.71,0.82,6.86,1157,1293,112,0,1380,-8.83,-2.55,8,979,1225,1645,1104,486,CAR
8.67,1.73,4.08,1149,1296,105,0,1390,-7.88,-1.73,7.61,978,1209,1643,1093,485,CAR
7.77,1.1,3.06,1157,1276,96,0,1399,-5.96,-0.55,7.45,976,1191,1643,1091,485,CAR
7.49,1.22,1.92,1150,1275,87,0,1394,-6.08,-0.71,6.98,972,1184,1616,1076,489,CAR
12.75,3.3,2.43,1163,1276,85,0,1381,-4.86,-0.39,6.75,962,1167,1589,1067,487,CAR
13.18,3.33,4.31,1154,1296,86,0,1383,-0.94,0.9,5.41,983,1171,1577,1054,485,CAR
10.16,3.84,3.57,1162,1304,91,0,1383,-5.53,0.51,4.55,999,1172,1583,1053,486,CAR
6.71,3.22,3.61,1152,1293,90,0,1393,-8.32,0.9,3.61,978,1168,1573,1045,483,CAR
4.59,3.02,3.77,1152,1289,89,0,1395,-12,0.86,3.06,994,1180,1582,1043,485,CAR
3.14,2.86,3.02,1171,1283,95,0,1378,-15.22,0.71,3.69,997,1167,1579,1054,481,CAR
5.53,2.82,3.57,1181,1274,87,0,1397,-15.18,-0.12,4.98,988,1166,1573,1042,479,CAR
8.51,3.37,2.35,1163,1296,96,0,1408,-12.12,0.43,4.35,992,1178,1584,1053,480,CAR
11.38,2.35,0.08,1158,1296,93,0,1383,-8.28,0.27,5.18,987,1179,1570,1046,479,CAR
14.12,2.86,-0.39,1153,1279,91,0,1374,-3.92,0.86,6.43,986,1168,1589,1059,481,CAR
16.28,2.43,1.92,1175,1273,85,0,1393,-0.82,1.1,7.14,994,1168,1570,1051,486,CAR
13.93,2.51,1.73,1165,1274,91,0,1379,-1.8,1.88,5.69,1002,1169,1585,1047,484,CAR
11.61,2.67,1.77,1151,1285,86,0,1377,-5.57,0.51,5.88,979,1166,1575,1054,479,CAR
8.28,2.86,2.16,1167,1281,103,0,1375,-9.57,0.43,4.35,986,1165,1584,1043,485,CAR
5.77,3.02,2.79,1158,1294,94,0,1406,-12.36,0.94,3.18,993,1178,1600,1049,482,CAR
3.61,3.33,3.06,1168,1296,90,0,1373,-14.75,0.47,3.37,993,1164,1584,1054,483,CAR
4.9,4,2.67,1152,1281,89,0,1387,-14.67,-0.27,5.1,990,1174,1581,1045,482,CAR
8.24,3.53,2.47,1155,1296,94,0,1378,-12.43,0.16,4.31,1020,1173,1583,1054,481,CAR
10.79,3.88,1.14,1169,1275,87,0,1392,-10.12,0.39,4.43,1006,1168,1584,1057,482,CAR
13.1,2.86,1.33,1161,1274,92,0,1387,-6.04,1.26,4.94,992,1173,1579,1050,480,CAR
14.24,3.14,2.35,1152,1290,90,0,1395,-2.35,1.8,6.35,983,1174,1583,1055,481,CAR
14.12,2.51,2.67,1171,1281,95,0,1382,-1.22,2.16,6.08,981,1167,1582,1054,480,CAR
11.45,3.73,2.55,1138,1299,94,0,1382,-4.63,1.22,6.12,995,1172,1581,1054,484,CAR
10.43,3.14,2.98,1151,1278,90,0,1373,-8.47,0.27,4.31,994,1170,1586,1059,483,CAR
7.14,3.14,2.71,1158,1297,97,0,1370,-10.9,0.98,2.86,987,1180,1600,1051,484,CAR
4.67,2.71,2.63,1169,1283,88,0,1406,-13.45,-0.04,3.26,1003,1168,1583,1057,482,CAR
5.26,2.24,2.47,1155,1265,90,0,1399,-10.32,-0.55,3.26,998,1163,1584,1043,480,CAR
5.3,3.84,3.61,1162,1302,107,0,1381,-8.16,-0.31,3.33,952,1190,1597,1043,481,CAR
5.73,4.51,5.37,1152,1296,111,0,1373,-8.59,-0.59,4.16,970,1207,1616,1057,486,CAR
5.81,4.28,7.37,1151,1266,114,0,1379,-8.04,0,5.61,974,1251,1640,1071,490,CAR
6.32,3.18,10.28,1163,1271,116,0,1376,-7.34,-0.47,7.34,977,1263,1646,1073,493,CAR
6.98,1.49,10.59,1150,1267,117,0,1391,-7.1,-0.59,7.92,948,1279,1645,1074,489,CAR
6.08,0.27,11.89,1152,1286,119,0,1378,-7.88,-2.12,9.18,991,1283,1649,1082,493,CAR
4.94,-1.18,10.9,1161,1295,127,0,1374,-6.08,-3.06,9.73,977,1298,1674,1093,487,CAR
3.02,-2.08,10.2,1169,1277,121,0,1399,-5.65,-3.26,9.26,983,1290,1653,1079,491,CAR
3.26,-2.08,9.41,1168,1284,128,0,1392,-7.81,-3.84,12.24,992,1296,1664,1094,495,CAR
3.69,-3.3,10.36,1177,1296,116,0,1383,-6.08,-4.86,9.34,992,1299,1682,1088,495,CAR
3.69,-2.51,10.04,1150,1293,123,0,1377,-3.49,-5.18,8.47,983,1296,1655,1129,496,CAR
3.73,-2.51,10.04,1153,1303,118,0,1382,-4.98,-4.79,8.67,1008,1295,1670,1103,496,CAR
3.84,-2.59,10,1151,1274,123,0,1397,-4.55,-4.71,8.71,999,1288,1664,1102,496,CAR
3.61,-2.67,9.92,1139,1275,123,0,1395,-4.63,-4.79,8.75,991,1296,1680,1114,497,CAR
3.73,-2.75,9.89,1167,1306,128,0,1377,-4.71,-4.82,8.75,1001,1295,1661,1105,497,CAR
3.61,-2.55,10,1170,1267,129,0,1382,-4.71,-4.79,8.71,994,1296,1663,1109,496,CAR
3.57,-2.63,10.12,1152,1294,127,0,1378,-4.86,-4.82,8.59,999,1306,1680,1104,495,CAR
3.14,-2.63,9.89,1163,1282,128,0,1397,-4.98,-4.9,8.59,994,1305,1665,1115,495,CAR
3.3,-2.67,10.2,1152,1280,128,0,1390,-4.39,-4.82,8.75,1007,1294,1674,1104,496,CAR
3.69,-2.71,10.08,1171,1279,128,0,1379,-4.9,-5.02,8.39,1008,1295,1679,1107,495,CAR
3.3,-2.67,10,1168,1278,128,0,1378,-4.79,-4.94,8.55,998,1296,1671,1117,496,CAR
3.73,-2.67,10.32,1168,1274,130,0,1394,-4.86,-4.79,8.71,993,1299,1664,1108,496,CAR
4.59,-2.24,12,1173,1295,123,0,1388,-5.06,-4.75,10.51,986,1285,1671,1111,496,CAR
7.41,-1.69,9.77,1171,1271,119,0,1380,-8.12,-5.3,9.65,981,1283,1671,1115,496,CAR
9.73,-0.71,6.83,1156,1286,115,0,1382,-9.81,-5.22,8.9,977,1247,1664,1072,493,CAR
10.04,-0.71,4.04,1174,1276,106,0,1375,-9.26,-4.86,9.45,973,1199,1650,1090,491,CAR
8.59,-0.78,1.61,1162,1269,94,0,1383,-7.57,-3.96,7.45,959,1159,1607,1080,491,CAR
9.3,-1.06,0.9,1157,1297,87,0,1390,-4.39,-2.16,7.18,975,1152,1584,1044,485,CAR
12.47,0.08,1.29,1162,1296,84,0,1379,-1.57,-0.55,6.75,976,1135,1554,1040,481,CAR
14.83,1.88,2.39,1180,1270,92,0,1391,1.45,0.31,5.57,985,1139,1534,1015,481,CAR
13.49,2.2,2.82,1159,1280,83,0,1375,-1.77,0.51,5.1,991,1151,1535,1008,476,CAR
10.08,2.43,3.18,1170,1279,86,0,1399,-9.14,-0.94,3.53,1007,1150,1535,1010,483,CAR
8.24,1.49,2.08,1187,1287,91,0,1375,-11.61,-0.59,1.96,1009,1162,1559,1023,483,CAR
3.96,2.08,3.49,1169,1295,87,0,1405,-15.02,-0.35,1.49,1000,1143,1535,1023,483,CAR
3.02,2.39,3.33,1168,1277,93,0,1399,-15.46,-1.02,2.55,1015,1141,1535,1030,483,CAR
